id,title,author,created_at,content,status,comment_status
"61","Tak to widzą gimnazjaliści","4","2010-06-22 16:47:00","<a href=""http://traugutt.net/lo/taktowidze/ttw3/"" target=""_blank""><img style=""margin: 3px 7px; border: 0pt none; float: left;"" src=""http://traugutt.net/lo/taktowidze/ttw3/Wyniki/thumbs/Szymon_Wilkowiecki.jpg"" alt=""I miejsce - Szymon Wilkowiecki"" width=""124"" height=""82"" /></a>&nbsp;&nbsp;&nbsp;&nbsp; Do III Powiatowego Konkursu Fotograficznego ""Tak to widzę"""" zgłosiło się 56 gimnazjalistów, którzy łącznie nadesłali 290 prac.<br /> W piątek 11 czerwca, w 30-stopniowym upale Jury konkursu zdecydowało:<br /> - zakwalifikować do pokonkursowej wystawy prace:<br /> Pauliny Walas z Gimnazjum nr 13<br /> Bartosza Przewoźniaka z Gimnazjum nr 14<br /> Natalii Styrczewskiej z Gimnazjum nr 18<br /> Anny Modlińskiej z Gimnazjum Sióstr Zmartwychwstanek w Częstochowie<br /> Igi Mazur z Gimnazjum nr 1 w Myszkowie<br /> Magdaleny Burzyńskiej z Gimnazjum nr 1 w Myszkowie<br /> Marty Matyi z Gimnazjum nr 1 w Blachowni<br /> Katarzyny Kulej z Gimnazjum w Blachowni<br /> Pauliny Jeziorskiej z Gimnazjum nr 1 w Myszkowie<br /> Szymona Wilkowieckiego z Gimnazjum nr 1 w Zawadach<br /> Tomasza Kudali z Gimnazjum nr 18 w Częstochowie<br /> Agnieszki Janowicz z Gimnazjum nr 18 w Częstochowie<br /> <br /> - przyznać siedem wyróżnień, które otrzymują:<br /> <br /> Szymon Wilkowiecki z Gimnazjum nr 1 w Zawadach<br /> Łukasz Knysak z Gimnazjum nr 3<br /> Paulina Walas z Gimnazjum nr 13<br /> Ewa Wiklińska z Gimnazjum nr 12<br /> Anna Modlińska z Gimnazjum Sióstr Zmartwychwstanek w Częstochowie<br /> Dominika Słabosz z Gimnazjum nr 18<br /> Tomasz Kudala z Gimnazjum nr 18<br /> <br /> - przyznać<br /> <br /> III miejsce Katarzynie Kulej z Gimnazjum w Blachowni<br /> II miejsce Paulinie Walas z Gimnazjum nr 13 w Częstochowie<br /> I miejsce Szymonowi Wilkowieckiemu z Gimnazjum nr 1 w Zawadach<br /> <br /> Wszystkim uczestnikom serdecznie dziękujemy za udział w konkursie, nagrodzonym i wyróżnionym serdecznie gratulujemy i zapraszamy za rok do udziału w IV ""Tak to widzę"".","1","0"
"62","Progres","4","2010-06-22 16:57:00","&nbsp;<img src=""http://traugutt.net/lo/08_09/_foto/mini/podium.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Podczas poniedziałkowej, klasyfikacyjnej rady pedagogicznej wychowawcy poinformowali o wynikach w nauce uzyskanych przez swoich wychowanków.<br /> Najwyższą średnią ocen (mogę napisać - tradycyjnie już od kilku lat) uzyskały klasy ekonomiczne<br /> IID &ndash; 4,67 oraz ID 4,56. <br /> Kolejne miejsca zajęły:<br /> IB (przyrodnicza) &ndash; 4,51 <br /> IIC (przyrodnicza) &ndash; 4,47<br /> IIG (humanistyczno &ndash; medialna) &ndash; 4,45<br /> IIA i IA (humanistyczne) - 4,42<br /> IIB i IIF (przyrodnicza i językowa) &ndash; 4,36<br /> IC (przyrodnicza) &ndash; 4,33<br /> IE (politechniczno &ndash; informatyczna)&ndash; 4,32<br /> IF (językowa) &ndash; 4,26<br /> IIE (politechniczno &ndash; informatyczna) &ndash; 4,16<br /> <br /> &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Średnia obliczona ze średnich klas wynosi w tym roku 4.41 i jest wyższa od ubiegłorocznej o 0,06 (4,35), co cieszy i czego należy gratulować wszystkim, którzy się do takiego wyniku przyczynili. Największy wpływ miała na to grupa uczniów o najwyższych średnich w szkole. Są to:<br /> Dominik Suszalski z IIE &ndash; 5,36<br /> Katarzyna Rećko z IA &ndash; 5,31<br /> Kornelia Gładysz z IIC i Agnieszka Parkitna z IIG &ndash; 5,29<br /> Wirginia Zdon z ID &ndash; 5,28<br /> Katarzyna Bernaś z IIG &ndash; 5,27<br /> Anna Dudek z IF &ndash; 5,26<br /> Dominika Zięba z IIF &ndash; 5,2<br /> Gratulujemy.","1","0"
"63","SUMMER ENGLISH COURSE","4","2010-06-23 16:58:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; W związku z letnim kursem języka angielskiego w naszej szkole informujemy, że godzinne zajęcia będą się odbywać od poniedziałku do piątku na czterech poziomach zaawansowania językowego. Uczestnicy zostali podzieleni na pięć grup. Listy uczestników znajdują się w <a href=""http://traugutt.net/lo/09_10/sec.pdf"" target=""_blank"">załączniku</a>.<br /> Życzymy dobrej zabawy!","1","0"
"64","Zapraszamy na... kabaret!","4","2010-06-23 17:02:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; W najbliższy czwartek (24.06) o godzinie 11 w świetlicy odbędzie się występ Szkolnego Kółka Satyrycznego. W planie: najbardziej znane skecze w wykonaniu naszych Satyryków i własne utwory (premiera!). Wystąpią: stała ekipa Kółka Satyrycznego (Karolina Sawicka, Maciej Bołtuć, Jacek Boratyński, Krzysztof Grzywnowicz) i goście: Łukasz Kasznia, Mateusz Tałajczyk oraz Tomasz Nagiel. <br /> Serdecznie zapraszamy wszystkich uczniów!
Biuro Prasowe Kółka Satyrycznego","1","0"
"65","I etap rekrutacji za nami","4","2010-06-23 17:04:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Dobiegł końca czas składania teczek do szkół ponadgimnazjalnych. Poniżej prezentuję statystyki wyborów, których dokonali gimnazjaliści.
<h3>Liczba chętnych na 1 miejsce w Traugucie - I wybory</h3>
<div>
<table class=""MsoNormalTable"" border=""0"" cellpadding=""0"" width=""254"" height=""146"">
<tbody>
<tr align=""center"" valign=""middle"">
<td style=""padding: 0.75pt; text-align: left;"">
humanistyczna (IA)
</td>
<td style=""padding: 0.75pt; text-align: left;"" valign=""bottom"">
1,4
</td>
</tr>
<tr align=""center"" valign=""middle"">
<td style=""padding: 0.75pt; text-align: left;"">
przyrodnicza (IB)
</td>
<td style=""padding: 0.75pt; text-align: left;"" valign=""bottom"">
1,4
</td>
</tr>
<tr align=""center"" valign=""middle"">
<td style=""padding: 0.75pt; text-align: left;"">
przyrodnicza (IC)
</td>
<td style=""padding: 0.75pt; text-align: left;"" valign=""bottom"">
0,7
</td>
</tr>
<tr align=""center"" valign=""middle"">
<td style=""padding: 0.75pt; text-align: left;"">
ekonomiczna (ID)
</td>
<td style=""padding: 0.75pt; text-align: left;"" valign=""bottom"">
1,1
</td>
</tr>
<tr align=""center"" valign=""middle"">
<td style=""padding: 0.75pt; text-align: left;"">
informatyczna (IEi)
</td>
<td style=""padding: 0.75pt; text-align: left;"" valign=""bottom"">
1,9
</td>
</tr>
<tr align=""center"" valign=""middle"">
<td style=""padding: 0.75pt; text-align: left;"">
politechniczna (IEp)
</td>
<td style=""padding: 0.75pt; text-align: left;"" valign=""bottom"">
1,5
</td>
</tr>
<tr align=""center"" valign=""middle"">
<td style=""padding: 0.75pt; text-align: left;"">
językowa angielska (IFa)&nbsp;&nbsp;&nbsp;
</td>
<td style=""padding: 0.75pt; text-align: left;"" valign=""bottom"">
1,4
</td>
</tr>
<tr align=""center"" valign=""middle"">
<td style=""padding: 0.75pt; text-align: left;"">
językowa niemiecka (IFn)&nbsp;&nbsp;&nbsp;
</td>
<td style=""padding: 0.75pt; text-align: left;"" valign=""bottom"">
0,4
</td>
</tr>
</tbody>
</table>
</div>
&nbsp;
<h3>Liczba chętnych na 1 miejsce w Traugucie - wszystkie wybory</h3>
<div>
<table class=""MsoNormalTable"" border=""0"" cellpadding=""0"">
<tbody>
<tr>
<td style=""padding: 0.75pt;"">
humanistyczna (IA)
</td>
<td style=""padding: 0.75pt;"" valign=""bottom"">
7,0
</td>
</tr>
<tr>
<td style=""padding: 0.75pt;"">
przyrodnicza (IB)
</td>
<td style=""padding: 0.75pt;"" valign=""bottom"">
6,8
</td>
</tr>
<tr>
<td style=""padding: 0.75pt;"">
przyrodnicza (IC)
</td>
<td style=""padding: 0.75pt;"" valign=""bottom"">
6,8
</td>
</tr>
<tr>
<td style=""padding: 0.75pt;"">
ekonomiczna (ID)
</td>
<td style=""padding: 0.75pt;"" valign=""bottom"">
6,8
</td>
</tr>
<tr>
<td style=""padding: 0.75pt;"">
informatyczna (IEi)
</td>
<td style=""padding: 0.75pt;"" valign=""bottom"">
13,1
</td>
</tr>
<tr>
<td style=""padding: 0.75pt;"">
politechniczna (IEp)
</td>
<td style=""padding: 0.75pt;"" valign=""bottom"">
12,1
</td>
</tr>
<tr>
<td style=""padding: 0.75pt;"">
językowa angielska (IFa)&nbsp;&nbsp;&nbsp;
</td>
<td style=""padding: 0.75pt;"" valign=""bottom"">
13,6
</td>
</tr>
<tr>
<td style=""padding: 0.75pt;"">
językowa niemiecka (IFn)&nbsp;&nbsp;&nbsp;
</td>
<td style=""padding: 0.75pt;"" valign=""bottom"">
6,3
</td>
</tr>
</tbody>
</table>
</div>
<!-- czytaj wiecej -->
<h3>Liczba chętnych na miejsce z I wyboru</h3>
(analizie poddano licea o numerach od I do XIII, zestawienie zawiera szkoły, które uzyskały minimum 1,00 kandydata na miejsce z I wyboru)
&nbsp;
<table border=""0"" align=""center"">
<tbody>
<tr>
<td>Sienkiewicz</td>
<td>1,77</td>
</tr>
<tr>
<td>Kopernik</td>
<td>1,56</td>
</tr>
<tr>
<td>Traugutt</td>
<td>1,19</td>
</tr>
<tr>
<td>Mickiewicz</td>
<td>1,17</td>
</tr>
<tr>
<td>Słowacki</td>
<td>1,16</td>
</tr>
<tr>
<td>Norwid</td>
<td>1,03</td>
</tr>
</tbody>
</table>
&nbsp;
<h3>Liczba chętnych ogółem do szkoły - liczba osób, które ubiegają się o przyjęcie do co najmniej jednej klasy w danej szkole</h3>
(analizie poddano licea o numerach od I do XIII, zestawienie zawiera szkoły, które uzyskały minimum 1,00 kandydata na miejsce)
&nbsp;
<table border=""0"" align=""center"">
<tbody>
<tr>
<td>Mickiewicz</td>
<td>5,24</td>
</tr>
<tr>
<td>Biegański</td>
<td>4,08</td>
</tr>
<tr>
<td>Słowacki</td>
<td>3,95</td>
</tr>
<tr>
<td>Kopernik</td>
<td>3,57</td>
</tr>
<tr>
<td>Żeromski</td>
<td>3,36</td>
</tr>
<tr>
<td>Sienkiewicz</td>
<td>3,29</td>
</tr>
<tr>
<td>Traugutt</td>
<td>2,71</td>
</tr>
<tr>
<td>Dąbrowski</td>
<td>2,31</td>
</tr>
<tr>
<td>Kochanowski</td>
<td>2,11</td>
</tr>
<tr>
<td>Norwid</td>
<td>1,87</td>
</tr>
<tr>
<td>---------</td>
<td>1,62</td>
</tr>
<tr>
<td>Samorządowe</td>
<td>1,46</td>
</tr>
</tbody>
</table>
<br /> Zestawienia zawierające liczbę chętnych na miejsce z I wyboru w wybranych 7 liceach oraz liczbę osób, które ubiegają się o przyjęcie do co najmniej jednej klasy w danej szkole w wybranych 7 liceach dostępne są w dziale <a href=""http://traugutt.net/lo/rekrutacja.php"" target=""_blank"">rekrutacja</a>.<br /><br />
dane zebrał i opracował","1","0"
"66","Końcówka roku szkolnego... na wesoło :)","4","2010-06-24 17:12:00","<a href=""http://traugutt.net/lo/09_10/kolko_satyryczne/"" target=""_blank""><img src=""http://traugutt.net/lo/09_10/kolko_satyryczne/thumbs/IMG_0391.JPG"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Ostatni dzień szkoły Kółko Satyryczne postanowiło uczcić premierą swojego programu kabaretowego, opartego na aranżacji ogólnie znanych skeczów najbardziej cenionych kabaretów oraz prezentacji kilku własnych utworów.
&nbsp;
Na pierwszy skecz wybrany został ""Kim będę w przyszłości?"" autorstwa Kabaretu Moralnego Niepokoju i Ani Mru Mru. Demoniczną nauczycielkę zagrała Karolina Sawicka, zaś w postaci uczniów wcielili się Maciek Bołtuć (Przemuś!), Łukasz Kasznia (Św. Mikołaj), Mateusz Tałajczyk (Parlamentarzysta), Krzysiek Grzywnowicz (o innej orientacji), Jacek Boratyński (pracownik dyskontu) i Tomek Nagiel (osiedlowy dresiarz), który był jednocześnie naszym konferansjerem. <br /> Kolejnym skeczem była szkolna aranżacja ""Macieja i smoka"" grupy Ani Mru Mru (Maćko - Łukasz K. oraz Król - Maciek B.). Potem nastąpiła seria czterech skeczy o lekarzach i leczeniu (najpewniej ze względu na profil aktorów): ""Świnka nie!"" Grzegorza Halamy (wystąpili Jacek B. i Krzysiek G.), ""Przychodzi baba do lekarza"" S. Tyma i Z. Merle (jako lekarz - kapitalny Maciek i nie ustępująca mu poziomem gry Karolina w roli pacjentki) oraz dwa skecze autorskie: ""Oddział dla umysłowo chorych"" i ""Nakrętka"". Finałową piosenkę Kabaretu TEY zagrała Karolina Sawicka, zaś w śpiewaniu pomagali jej Maciek Bołtuć i Krzysiek Grzywnowicz. <br /> Bardzo dziękujemy za znaczną frekwencję (mając na uwadze datę) oraz mamy nadzieję, że następny występ będzie cieszyć się podobnym zainteresowaniem i przyniesie dużo śmiechu (zarówno widzom jak i nam - aktorom).
Kółko Satyryczne","1","0"
"67","Wakacje, wakacje...","4","2010-06-26 17:19:00","&nbsp;<a href=""http://traugutt.net/lo/09_10/zakonczenie_roku/""><img src=""http://traugutt.net/lo/09_10/zakonczenie_roku/Foto%20Paulina%20Majewska/thumbs/IMG_1316.JPG"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Od pewnego czasu odliczaliśmy już tylko dni do 25 czerwca. I nie chodzi o to, żebyśmy nie lubili szkoły, ale wakacje to jest to na co wszyscy czekamy, nie tylko my uczniowie. W tym ostatnim dniu frekwencja była prawie 100%. Uśmiechnięci, zadowoleni i od czasu do czasu spoglądający na zegarek, obejrzeliśmy część artystyczną przygotowaną przez klasy IIc i If pod czujnym okiem prof. Kuźnickiej i prof. Napieralskiego. Potem przyszedł czas na część oficjalną, którą rozpoczął pan dyrektor Krzysztof Ponchała, gdzie wręczone zostały dyplomy za konkursy: Fizyczny &bdquo;Lwiątko&rdquo; i Matematyczny &bdquo;Kangur&rdquo; oraz za Szkolną Internetową Grę Giełdową. Zostały również rozdane świadectwa z paskiem i nagrody książkowe dla uczniów, którzy osiągnęli średnią co najmniej 5,00. W swoich klasach otrzymaliśmy pozostałe świadectwa, pożegnaliśmy się z wychowawcami, koleżankami i kolegami. Teraz na całe dwa miesiące zostawiamy szkołę, naukę i obowiązki. Do zobaczenia we wrześniu&hellip;
Kornelia Gładysz","1","0"
"68","Zaproszenie na 43. rajd TBT","4","2010-06-28 17:20:00","&nbsp;<img src=""http://traugutt.net/lo/turystyka/foto/biker.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;<a href=""http://new.meteo.pl/um/php/meteorogram_id_um.php?ntype=0u&amp;id=689"" target=""_blank"">Prognozowane</a> 24 stopnie C, niewielki wiatr i niemal bezchmurnie niebo, to wymarzone warunki na wyprawę rowerową. Serdecznie zapraszam miłośników podróżowania na dwóch kółkach (w tym przyszłych Trauguciaków) na kolejny rajd organizowany pod szyldem <a href=""http://traugutt.net/lo/turystyka.php"" target=""_blank"">Traugutt Bikers Team</a>. Startujemy we wtorek o godz. 14:00 sprzed szkoły. Pojedziemy w góry&hellip; Góry Małuskie :D. Trasa do pokonania to 50 &ndash; 60 km.
Ważna <a href=""http://traugutt.net/lo/tbt.php"" target=""_blank"">informacja</a> dla rodziców uczestników rajdu.","1","0"
"69","- Dostałeś się? - krzyczeli przed listami z nazwiskami","4","2010-07-02 17:22:00","&nbsp;<a href=""http://traugutt.net/lo/09_10/rekrutacja/"" target=""_blank""><img src=""http://traugutt.net/lo/09_10/rekrutacja/thumbs/IMG_0545%20kopia.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Tegoroczni absolwenci gimnazjów już wiedzą, czy dostali się do wymarzonych szkół. W piątek zostały ogłoszone listy przyjętych.<br /> Większość uczniów wyniki sprawdziło w domu w internecie, bo od kilku lat rekrutacja do częstochowskich szkół ponadgimnazjalnych jest prowadzona elektronicznie. Niektórzy jednak przyjechali pod licea i technika, niecierpliwie wyczekując na wywieszenie list z nazwiskami. Tak było m.in. w II LO im. Traugutta. Gdy o godz. 10 do nastolatków wyszedł pedagog Marek Podgórski wszyscy ruszyli szturmem pod drzwi. Wraz z rozwieszaniem kolejnych kartek rosły emocje. ""Ile masz punktów?"", ""Dostałeś się?"" - było słychać. - Jestem 29. na liście - chwalił się z dumą wysoki brunet.<br /> Zadowolone były także Ola Chumięcka i Agnieszka Świerkosz. Pierwsza z 165 punktami zebranymi podczas rekrutacji dostała się do humanistycznej klasy A (by się w niej uczyć trzeba było mieć minimum 139 punktów). Natomiast Agnieszka wybrała przyrodniczą klasę C. Jako olimpijka z swoimi 200 punktami była pewna przyjęcia, inni musieli ich mieć co najmniej 136. - Wybierając szkołę kierowałyśmy się dobrymi opiniami innych osób. Poza tym do ""Traugutta"" poszło niewiele uczniów z naszego gimnazjum, a to dobrze, bo chcemy mieć nowych znajomych - opowiadały dziewczyny.<br /> Podgórski był również w dobrym nastroju. - W ubiegłym roku mieliśmy najwyższe progi w mieście. Teraz także, bo do naszej klasy informatycznej trzeba było mieć minimum 157 punktów (w ubiegłym roku 155). Wzrosła nam też liczba olimpijczyków. Rok temu zgłosiło się ich siedmiu, a obecnie 16.<br /> W dziesiątce częstochowskich klas, w których były najwyższe progi punktowe znalazły się trzy klasy ""Traugutta"", cztery ""Sienkiewicza"", dwie ""Kopernika"" i jedna ""Norwida"".
źródło: <a href=""http://czestochowa.gazeta.pl/czestochowa/1,35271,8095220.html"" target=""_blank"">Gazeta Wyborcza Częstochowa</a>","1","0"
"70","Konkurs ""Tata w pracy, tata w domu"" ","4","2010-07-03 17:24:00","&nbsp;<img src=""http://traugutt.net/lo/09_10/_foto/mini/tatawpracy.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Minister Elżbieta Radziszewska Pełnomocnik Rządu do spraw Równego Traktowania oraz Hanna Gronkiewicz-Waltz Prezydent Miasta Stołecznego Warszawy zapraszają do udziału w konkursie fotograficznym ""Tata w pracy, tata w domu"". Fotografie przedstawiające partnerski model rodziny i tatę aktywnie zajmującego się dzieckiem można przesyłać do 15 września. Do zdobycia atrakcyjne nagrody.<br /> Fotografie oceniane będą w dwóch kategoriach wiekowych: do 15 lat oraz 16-21 lat. Ogłoszenie wyników nastąpi 15 października 2010. Na laureatów konkursu w każdej kategorii wiekowej czekają atrakcyjne nagrody rzeczowe, a najlepsze fotografie zaprezentowane zostaną na wystawie pokonkursowej pod honorowym patronatem Pełnomocnika Rządu do spraw Równego Traktowania i Prezydenta Miasta Stołecznego Warszawy.<br /><a href=""http://www.rownetraktowanie.gov.pl/pl/konkursy/tata_w_pracy-_tata_w_domu"" target=""_blank"">Regulamin</a>.<br /><br /><br /> <img src=""http://traugutt.net/lo/09_10/_foto/mini/wwf.jpg"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" />&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;WWF zaprasza do udziału w konkursie ""Pamiątka, która nie krzywdzi"". Organizatorzy czekają na fotografie roślin i zwierząt wykonane w ich naturalnym środowisku. Konkurs jest częścią akcji skierowanej do polskich turystów, która ma na celu zwiększenie świadomości problemu międzynarodowego handlu żywymi okazami i przedmiotami z nich wykonanymi. Prace można przesyłać do 31 sierpnia 2010.<br /> Wszystko co trzeba zrobić, żeby wziąć w nim udział to wejść na stronę <a href=""http://konkurs.wwf.pl/"" target=""_blank"">wwf</a> i zgłosić od jednego do trzech zdjęć o tematyce przyrodniczej własnego autorstwa, wykonanych podczas wakacyjnych podróży. O wyniku konkursu zadecydują głosy internautów i jury złożonego z pracowników WWF Polska.","1","0"
"71","Emmerich 2010 cz.2","4","2010-05-12 17:57:00","&nbsp;<a href=""http://traugutt.net/lo/09_10/emmerich/2/"" target=""_blank""><img src=""http://traugutt.net/lo/09_10/emmerich/2/thumbs/SDC11274.JPG"" border=""0"" alt="""" hspace=""7"" vspace=""3"" align=""left"" /></a>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Drodzy bracia i siostry &ndash; witamy ponownie! <br /> Po kilkudniowych wojażach w Emmerich, przepełnionych sporą dawką emocji i ścisłą integracją polsko -niemiecką dotarliśmy do Duisburga. Tam zgłębialiśmy tajniki niemieckiej kultury, odwiedziliśmy Muzeum Sztuki Współczesnej, starą kopalnię. Stanęły przed nami otworem świątynie innych religii. Zwiedziliśmy największy w Niemczech, bardzo bogato zdobiony meczet. Zauważyliśmy, że kultura muzułmańska jest bardzo otwarta na inne religie. Muzułmanin z chęcią i wielką pasją opowiadał nam o islamie oraz samym budynku. Aby nie zamykać się na jedną religię odwiedziliśmy także ortodoksyjną synagogę. Wiele dowiedzieliśmy się o judaistycznej kulturze oraz obrządkach jakie towarzyszą żydowskiemu ślubowi. Wieczorami zwiedzaliśmy pięknie oświetlone nadrzecze Renu. Bardzo cennym spostrzeżeniem jest porządek w Niemczech. Na ulicach nie ma śmieci, jest bardzo czysto, a domy współgrają ze sobą w idealnej harmonii ze względu na podobną budowę oraz wykończenie. Ogólnie wymianę uznajemy za bardzo wzbogacające doświadczenie ze względu na poznaną kulturę i język niemiecki. Serdecznie dziękujemy za opiekę Pani Profesor Agacie Szczepańskiej oraz Pani Profesor Ewie Kowalik. Z niecierpliwością czekamy na przyjazd naszych niemieckich kolegów do Polski.
uczestnicy wymiany","1","0"
"72","Badania uczniów dyslektycznych","4","2010-05-12 17:59:00","&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Przypominam, że do piątku 14.05.2010r. czekam na dostarczenie wypełnionych druków (badania lekarskie, opinia polonisty, zgody rodziców) oraz dowodów prowadzonej w liceum pracy nad podnoszeniem poprawności ortograficznej prac pisemnych uczniów klas II, posiadających opinię wydaną przez PPP-P, którzy chcą za pośrednictwem szkoły aktualizować badania.","1","0"
"73","Zagadka Einsteina","4","2003-05-19 18:00:00","Zagadka Einsteina - coś dla wysilenia mózgownicy Legenda mówi, ze zadanie to&nbsp;zostało wymyślone przez Einsteina. Według niego 98% ludzkiej populacji nie jest w&nbsp;stanie go rozwiązać! Oto i&nbsp;ono:<br /><br />5 ludzi zamieszkuje 5 domów w&nbsp;5 różnych kolorach. Wszyscy palą papierosy 5 różnych marek i&nbsp;piją 5 różnych napojów. Hodują zwierzęta 5 różnych gatunków.
<strong>Pytanie:</strong> Kto hoduje rybki ?
-&gt; Norweg zamieszkuje pierwszy dom<br />-&gt; Anglik mieszka w&nbsp;czerwonym domu<br />-&gt; Zielony dom znajduje się po lewej stronie domu białego<br />-&gt; Duńczyk pija herbatke<br />-&gt; Palacz Rothmansów mieszka obok hodowcy kotów<br />-&gt; Mieszkaniec żóltego domu pali Dunhille<br />-&gt; Niemiec pali Marlboro<br />-&gt; Mieszkaniec środkowego domu pija mleko<br />-&gt; Palacz Rothmansów ma sąsiada, który pija wodę<br />-&gt; Palacz Pall Malli hoduje ptaki<br />-&gt; Szwed hoduje psy<br />-&gt; Norweg mieszka obok niebieskigo domu<br />-&gt; Hodowca koni mieszka obok żóltego domu<br />-&gt; Palacz Philip Morris pija piwo<br />-&gt; W&nbsp;zielonym domu pija się kawę<br /><br />
<div><sub>Zachęcam do przesyłania nam odpowiedzi na maila </sub></div>","1","0"
"74","Witajcie !","4","2003-05-26 18:05:00","Ruszając ze stroną <span class=""GramE"">pedagoga<span>&nbsp; </span>II</span> LO warto napisać kilka słów wstępu. Pomysł utworzenia takiej strony powstał prawie rok temu. Tyle czasu potrzeba było aby projekt przybrał obecną <span class=""GramE"">postać . </span>I oto - przed Wami nazwijmy to - projekt finalny. Uściślając - wersja beta tegoż projektu. Mam nadzieję, że do końca roku uda się ""pozamykać"" wszystkie sprawy i z nowym rokiem szkolnym strona będzie - nazwijmy to - kompletna. <br /><span style=""font-family: Verdana;""><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Co na stronie? Wystarczy się rozejrzeć na prawo i lewo. Znajdziecie tu m.in. zdjęcia wszystkich klas, plan lekcji, harmonogram roku szkolnego, polecam dział - na luzie. Chętnie zamieszczę linki do Waszych stron. Zachęcam do przysyłania swoich danych, tj. np. numer tel., numer #GG a zamieszczę je na stronie. Jednak najważniejsze - przynajmniej dla mnie- to zamieszczanie bieżących informacji nazwijmy to - z życia szkoły.</span> <br /><span style=""font-family: Verdana;""><span>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Na koniec krótkiego wstępu - nie może zabraknąć podziękowań: przede wszystkim - dla <span class=""SpellE"">Baggia</span> (Artura ""<span class=""SpellE"">Artka</span> <span class=""SpellE"">Bigosa</span>"" <span class=""SpellE""><span class=""GramE"">Bigosińskiego</span></span><span class=""GramE""> ;) </span>za przygotowanie strony, Rutka (Tomka <span class=""SpellE"">Rutkowskiego</span>) - pomoc przy ankiecie, <span class=""SpellE"">Floyda</span> (Tomka Kupczyka) - za pierwszą /niepublikowaną/ wersję strony oraz dla ""<span class=""SpellE"">Xaero</span> <span class=""SpellE"">Brothers</span>"" (Pawła i Piotra <span class=""SpellE"">Giemborków</span> za karykatury). <span class=""SpellE"">Thx</span>.</span>","1","0"
